Index,IPA
4279,t̪ɐ͡ɪ̯ ettu ʃɐlɐ।
4280,ɟɔmbɦeɾ mɔt̪o ʃɐlɐt̪ɪ phɐɾe nɐ e͡ɪ̯ ettu͡o̯।
4281,ɛk ɔlo mɪʃt̪ɪ khɐ͡ɪ̯ nɪʃt̪ɔd̪।
4282,mɪʃɪt̪ɪ t̪o koʃpe ɟɔmmeɾ kɔʃɐ।
4283,t̪ɐɾphɔɾe t̪umɐɾ ɐm khɐ͡ɐ̯ nɪʃt̪ɔd̪।
4284,ɔnek kɪchu d̪ud̪ ɟɐjɪ khɐbɐɾ nɪʃt̪od̪।
4285,ɟɔbd̪eɾ khɐ͡ɐ̯ khɐbe ʃe͡ɪ̯ tɐk।
4286,t̪umɐɾ mɐ mɐt̪t̪e͡ɪ̯ t̪o ʃuɾu o͡ɪ̯che।
4287,t̪ɐ ɟɐk t̪umɪ khɐccho nɐ e t̪o bɦɐlo।
4288,ɐmɐɾ mɐ͡o̯ ɔboʃʃo kom khɐe̯।
4289,mɐɾ ettu o͡ɪ̯ɟe ɐge kɔjd̪ɪn khɐt̪o।
4290,t̪ɐ o͡ɪ̯ɟe dɐkt̪ɐɾ d̪ɪjɐɾ phɔɾe bɐ͡ɪ̯che khu͡ɪ̯te khɐe̯।
4291,"o͡ɪ̯ ɐmɐge ʃon, ɐmɐɾ thɐmmɐd̪ɐd̪ɐɾ chelo।"
4292,thɐkd̪ud̪d̪d̪d̪d̪d̪d̪d̪d̪d̪d̪d̪d̪d̪d̪d̪d̪d̪d̪d̪d̪d̪d̪d̪d̪d̪d̪d̪d̪d̪d̪d̪d̪d̪d̪d̪d̪d̪d̪d̪d̪d̪d̪d̪d̪d̪d̪d̪d̪d̪d̪d̪d̪d̪d̪d̪d̪d̪d̪d̪d̪
4293,bɐd̪t̪t̪e mɐ।
4294,mɐt̪t̪o bɔŋʃɔɾe ɔt̪o ne͡ɪ̯।
4295,kɪnt̪u t̪ɐɾ mɔd̪ɪ d̪ɛho ge bɔɽo mɐmɐɾ mɐne chotodɐ mɐɾɐ gɛlo nɐh?
4296,oɾɪɾ t̪ɪntɐ ɪʃɪ t̪umɐɾ d̪u͡ɪ̯ pɐʃe ɔcche t̪ɪn d̪u͡ɪ̯tɐɾ ettuɐe̯ pɔɽbe।
4297,ɐɾ ettɐe̯ t̪ɪn tɐn।
4298,cɔnd̪on?
4299,hɐ o͡ɪ̯ ɟe d̪ɐd̪u ɔcche t̪umɐɾ
4300,d̪ɪlɪp ɾe bo͡ɪ̯le d̪eche।
4301,d̪ɪlɪpeɾ d̪ukɐneɾt̪e mɐɾe nɪje ɟɐ͡ɪ̯t̪ɪ ko͡ɪ̯che।
4302,t̪oɾ mɐɾe d̪eche?
4303,"nɐ, ko͡ɪ̯lke nɪje ɟɐt̪ɪ ko͡ɪ̯che।"
4304,phɛn d̪ɪchɪlɐm ɐmɪ।
4305,"t̪ɐ, kɐkɐ kolo ɟe, ko͡ɪ̯lke t̪omɐɾ mɐɾe ɐʃt̪ɪ ko͡ɪ̯jo ।"
4306,kɐloke d̪ɪbɐnɪ।
4307,d̪ɐd̪ucce d̪ɪd̪ɪmɐ ɔʃuɟɔt̪o o͡ɪ̯je pɔɽɪche beʃɪ।
4308,ehon ettu mutɐ kuhɪche t̪o।
4309,e͡o̯n mutɐmutɪ bɦɐlo ɐche।
4310,ɐ mɐmɐɾ kɪ ʃɔmoʃʃɐ?
4311,t̪umɐɾ mɐmɐɾ?
4312,mɐmɐɾ nɐ t̪o u͡u̯ɾ bɔ͡u̯͡ɪ̯ɾ ʃɔmoʃʃɐ।
4313,uɾɐɾ bɔ͡u̯ mɛlɐ mutɐ nɐ?
4314,mɛlɐ o͡ɪ̯ ɟe gɪɾee̯-gɐɽɐe̯ ʃɔmoʃʃɐ।
4315,"ehon ɪttu ɾutɪ khɐe̯, ʃɔɾd̪eɾdɐ ettu kumɪche।"
4316,t̪hɐ͡ɪ̯ɾd o ɟɔmmeɾ phulɐ phɛle।
4317,ɐmɐge ene t̪o t̪hɐ͡ɪ̯ɾjed holɪ phu͡ɪ̯le hɐt̪-pɐ bɛt̪hɐ
4318,bɛt̪hɐ।
4319,ɟɔmmeɾ ʃɔmɔt̪ɐ।
4320,t̪oɾ ʃeɟe mɐʃɪ͡o̯ t̪o ɟɔmmeɾ phulɐ-phulɪche।
4321,"o ɟɔhon phulɪche, bɛt̪hɐ-mɔt̪ɐ-mɔt̪ɐ-mɔt̪ɐɾ ɟɐlɐ d̪ɐpɐbe।"
4322,ʃɔmone nɐ।
4323,ɐmɪ bɪlɪchɪ kɪ t̪hɐ͡ɪ̯ɾde bɦɪjeɾ kono kɐɾon nɐ͡ɪ̯।
4324,ɐmɪ bɪɽɪchɪ d̪ɦɐtɐ ʃɐlɐ।
4325,t̪oɾ ɔt̪o tehɐt koɾt̪ɪ hɔbe nɐ।
4326,"oʃud̪ɦtɐ khɐ, t̪ɐ͡ɪ̯t̪ɪ t̪oɾ o ɾog।"
4327,"ɐmɐge hocche khɔt̪ɔɾok ɾog, eɾ mɔt̪o khɐɾɐpɾo ɾog ne͡ɪ̯।"
4328,"t̪oɾ bɐbɐɾ mɔt̪o, ɐmɐɾ o͡ɪ̯ puɾʃɔm e ʃɔmoʃʃɐ ɐche।"
4329,ɐmɐɾ cot̪uɾd̪ɪk ʃɔmoʃʃɐ।
4330,pɾɐʃɔɾe ʃɔmoʃʃɐ ɐche t̪omɐɾ?
4331,ɐmɪ mɐɟɦe mɐɟɦe o͡ɪ̯
4332,"<> nɪje khɐ͡ɪ̯, ɐɾ phɔɾgɪlɪ kɪ gɪʃ ɟɐnɪʃ nɐ।"
4333,t̪ɔe̯ t̪o pɾɐʃɔɾbɐɾ dɐkt̪ɐɾ d̪ehɐlɪ t̪o bɦɐlo hot̪o।
4334,"ʃe͡ɪ̯d̪ɪnke tehɐt koɾɪchɪ, hɐlkɐ ʃɔmoʃʃɐ ɐche।"
4335,"t̪ɐ ɐmɪ ɟɪnd̪t koɾɪchɪ, t̪ɐ bɐ͡ɪ̯che nɐ, et̪e ɐpɐt̪t̪o"
4336,oʃud̪ɦ khɐ͡o̯wɐ lɐgbenɐe̯।
4337,pɐ̃ctɐ tehɐt d̪ɪchɪlɐm।
4338,"t̪ɐ bɐ͡ɪ̯che t̪umɐɾ t̪hɐ͡ɪ̯ɾjed ne͡ɪ̯, ɐɾ o͡ɪ̯ ɟe bɐt̪e mɐɽɐe̯।"
4339,"ɪjɐk sɪndɪɾ ɟonnoʃɪ ettuɐ d̪ɪchɪ, ɪ͡ɪ̯ɾɪnɪɾ ɟonnoʃɪ ettuɐ d̪ɪchɪlɐm, t̪hɐ͡ɪ̯ɾeɾ ɟonnoʃɪ ettuɐ d̪ɪchɪlɐm, t̪hɐ͡ɪ̯ɾeɾ ɟonnoʃɪ ettuɐ d̪ɪchɪlɐm, t̪hɐ͡ɪ̯ɾeɾ ɟonno"
4340,t̪ɐɾpɔɾe ʃund̪ɐɾeɾ d̪ud d̪ɪlɐm।
4341,t̪ɐɾpɔɾe ʃɔmoʃʃɐ ho͡ɪ̯che ʃund̪ɐɾ bɐɽɪche ɐɾ hocche ʃɔb kɔdɐ nɔɾmɐɾ ɐche।
4342,"ɐɾ o͡ɪ̯teɾ kɔt̪hɐ bɐ͡ɪ̯che ɪ͡ɪ̯ɾɪne ʃɔmoʃʃɐ d̪ɦɐɽɐ pɔɽɪche, ɐmɪ ɐbɐɾ upɔɾoʃ t̪hɐhɪ beʃɪ t̪o।"
4343,ɟɔɾ-mɔl khɐ͡o̯wɐ hɔe̯ nɐ।
4344,ɐʃo t̪hɐhɐ ɟɐbe nɐ mɐʃɪ।
4345,"t̪ɐɾpɔɾ bɔɾ bɔɾ bɔɾ bɔɾ bɔɾ bɔɾ bɔɾ bɔɾ bɔɾbɦɐ͡ɪ̯che bɔ͡u̯d̪ɪ, phɔɾ khet̪e hɔbe pɾuɾ, nɐ͡ɪ̯lɪ t̪umɐɾ ʃɔɾeʃʃɐ d̪ɐɽɐe̯ ɟɐbene।"
4346,ɛkhon t̪o।
4347,o͡ɪ̯de hɔcche ɐmɐɾ ʃɔmɪ ɟed̪ɪn hɔe̯ ʃed̪ɪnɪɾt̪e ɐmɐɾ o͡ɪ̯ pɾɐʃɔɾbɔɾeɾ ʃɔmɔɾʃɔɾbɔɾ ʃɔmɔt̪ɐ hɔcche।
4348,o͡ɪ̯ phɔɾ khɐ͡ɪ̯je khɐ͡ɪ̯je ɾɐkhɪ
4349,ʃe͡ɪ̯ ɟɐgɐɾt̪e mɐne kɔm ho͡ɪ̯je t̪hɐke।
4350,"ɛkhono ɾo͡ɪ̯che, eɾpɔɾe kɪ hɔbe ɟɐnɪ nɐ।"
4351,ɟe͡ɪ̯ ʃumɐ ɐʃo t̪hɐkɪ nɪɟ ɟɐlɐe̯ ʃe͡ɪ̯ ʃumɐ bɐ͡ɪ̯t̪e pɔɽe।
4352,koɾt̪ɪcho kɪ?
4353,ɾɐnnɐ koɾt̪ɪchɪ।
4354,ʃɔɾoɾ tɔɾoɾ bɦɐlo ɐche?
4355,"ɐɾe bɐpu, ɐmɐɾ e͡ɪ̯ ʃund̪ɔɾ ɐche nɐ?"
4356,mɐɟɦe ʃɔmɪ ɟɐ͡o̯wɐɾ pɔɾ <> ɐbɐɾ bɐ͡ɪ̯ɾe pɔɽɪche।
4357,kɪ ɐche eɾpɔɾe ɟɐnɪ nɐ।
4358,"ɐɾ e͡ɪ̯hene ʃund̪ɐɾ holɪ t̪o bɪbɦɪnt̪ɐ d̪ehɐ d̪ee̯, ɛkt̪ɐ nɐ।"
4359,"ɟetɪk ʃɐlɐt̪ɪ pɐɾɪ bɐbɐ ʃɐmɐe̯ ɾɐhɪ, pɔɾe ɟod̪ɪ nɐ pɐɾɪ t̪o ɪ koɾt̪ɪ hɔbe।"
4360,e͡ɪ̯de o͡ɪ̯je geche bɔŋʃɔt̪ɔt̪o।
4361,t̪ɐɾphɔɾe ɐmɐɾ ʃɐʃuɽɪɾ o t̪o chɪlo।
4362,o ɟɐmɐ͡ɪ̯ɾ ɐche nɐkɪ?
4363,nɐ ed̪eɾ phɛmɪlɪ ɛkhono kɐɾu d̪ɛkhɐe̯ nɪ।
4364,t̪o bɦɐlo।
4365,e d̪ɦɐɾe ɐmɐɾ ɛk ʃɐʃuɽɪɾ chɪlo।
4366,ɐmɐɾ nonod̪ ɔʃuɟɔt̪o ho͡o̯wɐt̪e।
4367,uɾɐ d̪u͡ɪ̯ bɦɐ͡ɪ̯।
4368,t̪oɾ ɟɐmɐ͡ɪ̯ɾ t̪o ɐtɐn bochoɾ bɦɪʃɐ o͡ɪ̯je geche ɛkhono bɦɐlo ɐche।
4369,humm pɔɾe kɪ ɔbene ɟɐnɪ nɐh।
4370,kɪnt̪u ɐmɐge d̪ehɪʃ।
4371,"o͡ɪ̯ ʃum,ʃɔm ege hɔ͡o̯wɐɾ ʃɔbɦɐbɦɐnɐ beʃɪ ɔbe।"
4372,ege t̪o bɔŋʃɔt̪ɔt̪o।
4373,ɐɾ bɔŋʃɔ͡o̯ lɐgt̪ɪche nɐ।
4374,"ɛmon ɐche d̪ɛkh, mɐ bɐbɐɾ kɐɾoɾ ne͡ɪ̯"
4375,t̪ɐd̪eɾ phɛmɪlɪt̪e ɛkɟon nɐ ɛkɟɔneɾ ɔe̯।
4376,o͡ɪ̯ ɟe khɐbɐɾ-d̪ɐbɐɾ mɛ͡ɪ̯t tehɪn nɐ d̪ɛlɪ e͡ɪ̯ ɔe̯।
4377,ɐmɐɾ mɐɟɦe e͡ɪ̯ mɐne khɐbɐɾ ɛkd̪ɔm gɔɽe <> ।e͡ɪ̯ d̪u͡ɪ̯ d̪u͡ɪ̯ d̪u͡ɪ̯ d̪u͡ɪ̯ d̪ɪn mɐʃ ɐge bɦɐt̪tɐ͡o̯ khɐ͡o̯wɐ pɔɽɪche beʃɪ।
4378,bɪʃʃɔɾ ko͡ɪ̯ɾe ɐmʃɔɾoʃ khɐ͡ɪ̯chɪlɐm mɛlɐ।
4379,hɔɾlɪk khɐ͡o̯wɐ pɔɽɪchelo।
4380,ɛkd̪ɔm ɐmɐɾ d̪ɐʃe ɐmɪ beʃɪ bɐɽɐe̯ nɪchɪ।
4381,ɐne cɪnt̪ɐe̯ ʃɔmɔe̯ ɟɐcchɪ।
4382,nɐlɪ o͡ɪ̯ ʃumbɦ ɐ͡ɪ̯che pɪɾɐɾe kɔe̯ bochoɾ!
4383,chɔe̯ ʃɐt̪ bɔ ɐɾɔ͡o̯ beʃɪ।
4384,ɐt bɔchoɾ hoje gelo nɐ ʃub e͡ɪ̯che mone hɔe̯?
4385,"hum, t̪ɐ t̪o o͡ɪ̯che।"
4386,hɛ̃ o͡ɪ̯ ʃumɐ o͡ɪ̯ ʃumɐe̯ ɐmɐɾ d̪ɦɐd̪ɐ pɔɽɪchelo।
4387,hɐlkɐ!
4388,umm mɐne ɛkd̪om mɐpe mɐpe d̪ɦɐd̪ɐ pɔɽɪchelo।
4389,t̪ɐ t̪ɐ͡o̯ mone ɔe̯ beʃɪ ɔt̪o।
4390,ɐmɪ mɐne hɐtɐ t̪ɐɾphɔɾe ɾutɪ khet̪ɐm।
4391,o͡ɪ̯ɾom kheje tehe t̪ɐɾphɔɾe nɪn dɐjbeʃ ɟɐkɐlɐe̯ ɟeje cek ko͡ɪ̯ɾe ɐʃchɪlɐm।
4392,ɐbɐɾ ɐmɐɾ ʃumɪ mɐɟɦe mɐɟɦe ekhone e͡ɪ̯ʃe mɐɟɦe ettu bɐɽɪchɪlo।
4393,kɪnt̪u d̪ɛkhɐ ɟɐcche d̪u͡ɪ̯ʃe dɪlɪ ɔcche t̪umɐɾ ʃund̪ɔɾ puɾodɐ ɐ͡ɪ̯ʃe ɟɐe̯।
4394,umm ɐɾ nɐ khɐ͡ɐ̯ pɐte t̪umɐɾ ɔcche nobbɔ͡ɪ̯ ɾɐkht̪ɪ ɔe̯।
4395,nɔbbo͡ɪ̯ɾ mɔd̪ɪ।
4396,"ɐɾ okhone t̪oɾ chojeɾ gɦɔɾe gelɪ hɔe̯, thɪk nɐ?"
4397,"t̪umɪ ɪdɐ o mɐʃɪ, d̪phɐd̪ɐɾge d̪ehɪcho?"
4398,d̪ɐphɐd̪ɐɾge?
4399,kono ɟɐgɐ chɪlo bɐɽɪ?
4400,ɐmɐge bɦɪtee̯।d̪phɐd̪ɐɾge bɦɪte ɐche nɐ?
4401,nɐ go।
4402,ɐmɪt̪o t̪ogeɾ o͡ɪ̯ mɐlɐkɐɾge cɪnɪ।
4403,o͡ɪ̯ phekɪɾɐ chɪlo।
4404,phekɪɾ kɐkɐ chɪlo।
4405,o͡ɪ̯ d̪phɐd̪ɐɾ ɔlo phɔ͡ɪ̯ɾ bɔɾeʃeɾ kɪ ɟɐnɪ ɔt̪o।
4406,phɔ͡ɪ̯ɾ bɔɾeʃeɾ?
4407,um nɐ go।
4408,kon
4409,o t̪o ɔnek ɐgeɾ t̪e t̪hɐkt̪ɪ hɐlkɐ hɐlkɐ chɪlo।
4410,ʃɔmɔe̯ <> tɛɾʃɔm koɾɐɾ pɔɾe bɐ͡ɪ̯ɾe pɔɽɪche ʃund̪ɔɾ।
4411,o͡ɪ̯ ɾɐt̪t̪ɪɾ ʃɔkɐe̯ ɾutɪ koɾɪ।
4412,phɐʃe chɪlo t̪oge bɐɽɪt̪e t̪ɐ͡ɪ̯ bɔɽ?
4413,ɐmɐge puɾ chelo nɐ?
4414,pukkɐɾ।
4415,hɛ̃ o͡ɪ̯ phu͡ɪ̯ɾɪɾ phɐʃe।
4416,pho͡ɪ̯ɾ phɐɽe bole ote bɦɪte।
4417,o pukkɪɾ pɐɽe t̪o kɐcno chelo।
4418,kɐcɔn nɐ kɪ ɟɔɾʃɪ oɾ nɐm।
4419,o͡ɪ̯ t̪o uɾɐ d̪phɐd̪ɐɾ <> ʃɔbɔl bɐlcɪɾ hɐ hɐ hɐ hɐ ʃɔbɔl bɐlcɪɾ boɾno chɪlo।
4420,kɪ o͡ɪ̯che bɔb?
4421,o͡ɪ̯ ɟɐgɐe̯ ɟomɪ ɔcche ʃɔɾɪkɪɾ ɟomɪ ɾo͡ɪ̯che ɐmɐge nɐmɐe̯।
4422,khɐe̯ t̪o pho͡ɪ̯ɾ bɔɾeʃeɾ chol।
4423,mɐne ʃɪb bɐbuɾ nɐmɐne ʃe͡ɪ̯kk kɔjɐne pɐbɪnɪ?
4424,ʃetɪk ɪskulɪɾ pɐʃe।
4425,ne ɐɾ o͡ɪ̯ o͡ɪ̯ o͡ɪ̯ o͡ɪ̯ o͡ɪ̯ o͡ɪ̯ o͡ɪ̯ o͡ɪ̯ o͡ɪ̯ o͡ɪ̯ o͡ɪ̯ o͡ɪ̯ o͡ɪ̯ o͡ɪ̯ o͡ɪ̯ o͡ɪ̯ o͡ɪ̯ o͡ɪ̯ o͡ɪ̯ o͡ɪ̯ o͡ɪ̯ o͡ɪ̯ o͡ɪ̯ o͡ɪ̯ o͡
4426,d̪ɦɔkhle ɟɐ͡o̯wɐ ɟɐe̯।
4427,kɪnt̪u o͡ɪ̯ ɟe tɐhɐ khɔɾɟ kɔɾɐ lɐgbe।
4428,tɐhɐ khɔɾɟ mɐne tɐhɐ khɔɾɟ koɾɐɾ lɔm ɐche।
4429,ʃe lok ɐmɐge ɐche।
4430,hɛ̃ e͡ɪ̯ kɪnt̪u ʃɔmoʃʃɐ ɔcche ɟe uɾɐ khɐe̯ et̪o bochoɾ d̪ɦo͡ɪ̯ɾe।
4431,t̪ɐ ɛkhon bo͡ɪ̯le d̪ɛkh।
4432,od̪eɾ kɪ ɟomɪ kɔm ɐche ne͡ɪ̯?
4433,bɔbbɪ kɪ ɟe ɐmɐɾt̪o ɐpɐt̪ hɐt̪e ne͡ɪ̯ ɐmɐɾ bɐbɐɾ ɟomɪ।
4434,t̪ɐ ɐmɐge ettu cheɽe d̪ɛ͡u̯।
4435,t̪umɐge t̪o ɔnek ɐche।
4436,ɐmɐɾ bɐbɐ ɔcche ɐmɟɐ koɾɪche।͡o̯͡ɪ̯ ʃumɐe̯ mɛlɐ ɟomɪ chelo t̪o।
4437,hɛ̃?
4438,mɐ͡ɪ̯nʃɪɾe khɐlɪ khɐlɪ khɐ͡ɪ̯t̪ d̪eche।
4439,phɔ͡ɪ̯ɾ bɔɾeʃeɾ o͡ɪ̯ɟe ɟe puɾ।
4440,hoɾɪ o͡ɪ̯ pukkɪɾ ɔd̪d̪ek ɪ bɦo͡ɪ̯ɾe phɛlɐ͡ɪ̯che ʃɔmɔɾ ʃɐ।
4441,ɐmɐge ɟɐgɐ kɪne eʃʃɐt̪he।
4442,mɐne o͡ɪ̯ phukkɪɾ ɔd̪d̪d̪d̪d̪d̪d̪d̪ɦo poɟɐd̪ɦɪt̪ ɐmɐge ɟɐgɐ chelo।
4443,"kɪnt̪u konod̪ɪn, o͡ɪ̯ t̪o o͡ɪ̯ ʃɔbɦɐb bɐɽcɪɾ puɾɪɾ moɾd̪ɪ t̪oge ɟɐgɐ chelo।"
4444,t̪ɐ t̪oɾ bɐbɐ t̪o d̪ɔkhle ɟɐ͡ɪ̯ nɪ।
4445,o͡ɪ̯ o͡ɪ̯ d̪phɐd̪ɐɾge bɦɪtee̯ o oɾɔkom o͡ɪ̯che।
4446,d̪ɦɔkhle ɟɐ͡ɪ̯ nɐ͡ɪ̯ bɔbʃɐ͡ɪ̯ ɐmɾɐ ɟɪdɪkk e͡ɪ̯ ɟe͡ɪ̯ ɟe
4447,mɐmɐlɐ ɔcche।
4448,ɐɾ ɐmɐɾ bɐbɐ kɔje geche bo͡ɪ̯le oge d̪ɪje ɟɐbe।
4449,e͡o̯ne ɐmɪ kɪɾom phɪlɪ ɟɐ͡ɪ̯ ko͡u̯?
4450,o t̪umɐɾ bɐbɐ o͡ɪ̯t̪o ʃɔbt̪ɐ ɟe mɐne ɪ ko͡ɪ̯ɾe t̪hɐ͡ɪ̯je cɔle geche।
4451,ɐne ettu ɟomɐɾ d̪ɐm kɪ!
4452,d̪ɐm t̪o d̪ɪn ɟɐʃʃe ɐɾ bɐɽt̪ɪche।
4453,ɐmɐge e͡ɪ̯ ɛk lɐk tɐhɐ o͡ɪ̯ɾe ʃɔt̪ɔt̪o ehon।
4454,t̪ɐ t̪o ɔbost̪e͡ɪ̯।
4455,pɐ͡u̯ɾoʃbɦɐɾ d̪ɐm ɐɾɔ͡o̯ ɾɐst̪ɐ gɦɐɽɐe̯ pult kɐ͡ɪ̯te bɪkɪ koɾt̪t̪ɪche nɐ?
4456,muʃɔlmɐnɾɐ dɦukkɪche।
4457,kɐɟeɾ mɔd̪ɪ ote ɛktɐ bɐɽɪ kɔɾɐ t̪hɐkɪ ɟɐ͡ɪ̯ʃ ɐɾ nɐ ɟɐ͡ɪ̯ʃ bɐbɐɾ bɦɪte dɐ।
4458,ɐɾ okhone ɟe kɔe̯ gɦɔɾ ɐche t̪ɐɾ uɾɐɾ <<> ।
4459,ɐmɐɾ mone ɟɐ bole।
4460,nɐ onɪ t̪o ɐmɾɐ ɟɐgɐ ɾɐkhbo nɐ।
4461,onɪ be͡ɪ̯ce d̪ebo।
4462,ʃɪb bɪb gɐɾ ɟɐgɐ o be͡ɪ̯ce d̪ebo।
4463,ɟod̪ɪ d̪eɾɪt̪ɪ becopɪ।tɐkɐ ɔbe beʃɪ।
4464,tɐkɐ beʃɪ ɔbe।
4465,d̪eɾɪt̪ɪ bɪkɪ koɾbɪ।
4466,"ho, tɐkɐ।"
4467,tɐkɐɾ ɟonno͡ɪ̯ t̪o।
4468,"ɐɾe ʃɪstem kɪ ho͡ɪ̯che ko͡u̯ d̪ɪ, ɐmɾɐ oɾ d̪ɦɐɾe͡o̯ ɟɐcchɪ nɐ, ɐmɐge lɔm ɐche, boɟɦcho?"
4469,oɾɐ͡ɪ̯ tɐkɐ d̪ɪje ʃɔb ɟomɪ-ɟɪn nebe ɐɾ oge ettu pɐ͡o̯wɐɾ ɐche।
4470,oge ke͡u̯ kɪchu kɔt̪o͡ɪ̯ pɐɾbe nɐ।
4471,"ɐmɪ ʃɔmone͡o̯ ɟɐbo nɐne, ɪ koɾbo nɐne।"
4472,"nɪjɐ ɟɐ pɐɾe koɾbe, ɛk kɐkɐ ɐche।"
4473,d̪uphɐɾɪ bɦɐt̪ khɐ͡ɪ̯।e͡ɪ̯bɦɐbe cɔɽt̪ɪche।
4474,ɾɐt̪t̪ɪɾ kɪ khɐ͡o̯?
4475,ehone o͡ɪ̯ d̪u͡ɪ̯de ɾutɪ khɐbɐnɪ ettu।
4476,ʃɔɾd̪ɐ bɦɐlo nɐ।
4477,kɪɾom o͡ɪ̯ ɐmɐɾ t̪o bɐɽe nɐ।
4478,ɪmɾɪ bɐ͡ɪ̯ɽe phɔɽɪche।
4479,kɐkɐɾɐ ɔnek pɾot̪d̪ɦɐlɪ।
4480,"t̪omɔge kɐlɪjɐ, mone koɾod̪ɪ kɪnɐɾ mɔt̪o ʃeɾom ɟomɪ ɐche?"
4481,kɐlɪje?
4482,tɐkɐ d̪ɪje ɪttu kɪchu kɪne ɾɐkhlɪ।
4483,"hum, ɐche t̪o, bɦɐlo bɦɐlo ɟomɪ ɐche।"
4484,"ɐ͡ɪ̯ d̪ehɪʃkene, d̪u͡ɪ̯kkɪ bɪkɪ ko͡ɪ̯ɾe d̪ɪje d̪ekh e͡ɪ̯ ɔt̪t̪ɪk ɾɐkht̪ɪ pɐɾɪʃ nɪkɪ।"
4485,kɐlɪje t̪hɐkɐɾ ɪcche nɐ͡ɪ̯।
4486,khulɐe̯ ɟomɪ ɾɐhɐɾ bɦɐɾɪ ɪcchɐ।
4487,okhone t̪o ɾɐkht̪ɪ pɐɾlɪ kono ʃɔmoʃʃɐ͡ɪ̯ nɐ͡ɪ̯।
4488,nɪɾɪɟɪlɪ t̪hɐklɪ।
4489,"bɦɐɽɐ d̪ɪje͡o̯, tɐkɐ ɐche, ʃɔb d̪ɪk d̪ɪje।"
4490,"cɔlɐd̪ɦɪt̪ɪ, khɐ͡o̯wɐ-d̪ɐ͡o̯wɐ ʃɔb d̪ɪk d̪ɪje ʃɐʃɪ ɐche khulɐɾ bɐɽɪ।"
4491,khulɐe̯ bɦɐɾɪ mɔɟɐ।
4492,"khulɐe̯, kɐlɪje ɟɔt̪o kɔɾɟ nɐ hɔe̯ kɐlɪje t̪o kɔm khɔɾɟe bɐ͡ɪ̯ce t̪hɐhɐ ɟɐe̯।"
4493,"ɐɾe, okhone mɐch-tɐch d̪ɪje hɪʃe ʃɔb kɪchu।"
4494,"ʃɔbɟɪɾ cɐʃ ɐche bɦɐlo, mɐcheɾ cɐʃ ɐche bɦɐlo।"
4495,"khulnɐ t̪umɐɾ ɔt̪o ʃɔhuɾe elɐkɐ nɐt̪o, t̪umɐɾ dɦukkɪ t̪umɐɾ mone hɔbe kɪ ɐmɪ kɐlɪje͡ɪ̯ ɐchɪ।"
4496,"bɦɐlo bɦɐʃɪbɦɐb, bɦɪɽ-bɦɐt̪ɦɐ ɐche, lɔmɟɔn ɐche ɐɾ ɐmɐge o͡ɪ̯ kɐlɪjɐ-mɐlɪjɐ bɦɐlo thɔe̯ ehone।"
4497,mɐɾe ɛkɐ ɛkɐ t̪hɐ͡ɪ̯je ɐʃt̪ɪche nɐ।
4498,"cɐ͡ɪ̯chɪ ɟɐgɐ kɐnobo, t̪ɐpɔɾe bɪd̪d̪e, ɐ͡ɪ̯͡ɪ̯lɪʃ ko͡ɪ̯ɾe bɐ͡ɪ̯ɾe ɟɐ͡o̯wɐɾ ɛktɐ ɪcche chelo।"
4499,t̪ɐ mɐɾe ɛkɐ phɐlɐ͡ɪ̯je ɟɐ͡o̯wɐɾ kɐjd̪ɐ nɐ͡ɪ̯।
4500,"nɐ, o͡ɪ̯ tɛɾʃ, tɛɾʃe ɐmɐɾ bɔt̪o hɔbe।"
4501,"ɐmɐɾ e͡ɪ̯ɟe, ɔt̪ɔt̪o ʃɔmɔʃe khɐlɪ tɛɾʃɪp pɐt̪ɪ pɐt̪ɪ <>।"
4502,t̪oɾ mɐɾ hocche d̪ɦo͡ɪ̯nd̪u bɦɔt̪ɐ beʃɪ।
4503,buɟɦɪchɪʃ।
4504,"ʃe͡ɪ̯ kɔt̪hɐ ʃubɦ bole ɟe, d̪ehɪ mɛɟɪ mɐʃɪ kɪ ʃɔbɦɔɾo koɾe, kɪ koɾe, t̪umɐge d̪ɦɔɾoʃ nɐ͡ɪ̯।"
4505,ehon t̪o ɟɐ͡o̯wɐɾ pɔɾe khɐ͡o̯wɐ-gɦum ʃɔb hɐɾɐm।
4506,ɐmɐɾ ʃe kɪ khɐɾɐp lɐge।
4507,e koɾt̪ɪ koɾt̪ɪ ɐmɪ ʃe ɾoge d̪ɦo͡ɪ̯ɾe gechɪ।
4508,"ɐɾ o͡ɪ̯ ɟɐ͡ɪ̯ʃ nɐ, t̪u͡ɪ̯ ɛkɐ, t̪oɾ bɐbɐ nɐ͡ɪ̯।"
4509,t̪u͡ɪ̯ co͡ɪ̯le gelɪ t̪oɾ mɐ ʃɔʃ।
4510,kɪɾom lɐge?
4511,e͡ɪ̯ɟe ɛkhon buɟɦɪ।
4512,kono kɪchu khet̪e gelɪ khet̪e pɐɾt̪ɪchɪ nɐ।
4513,"e͡ɪ̯ ʃɔʃʃɐt̪ lɐgɪ mɐ tɪphɪn ko͡ɪ̯ɾe d̪e͡o̯, edɐ ettu koɾo bɐɽɪ ɐʃɐɾ ʃɐt̪he।"
4514,"e ɾɐnnɐ nɐ koɾlɪ khɐbo nɐne, kɪ ɟɐlɐn ɟɐlɐ͡ɪ̯che!"
